"Chr"	"Start"	"End"	"Conc"	"Conc_virus"	"Conc_mock"	"Fold"	"p-value"	"FDR"
"5046"	"chr10"	89954871	89955074	2.25	0.99	2.91	-1.92	0.00221	0.0585
"39658"	"chrX"	72022067	72022298	2.61	1.59	3.2	-1.61	0.00221	0.0585
"31338"	"chr5"	181159301	181159705	5.78	6.04	5.46	0.58	0.00222	0.0586
"16378"	"chr17"	56960800	56961309	6.4	6.67	6.06	0.61	0.00222	0.0586
"13721"	"chr16"	2868343	2868730	6.11	6.38	5.78	0.6	0.00223	0.0588
"14956"	"chr16"	87779028	87779409	6.14	6.42	5.8	0.62	0.00223	0.0588
"30457"	"chr5"	132264003	132264243	2.64	1.59	3.24	-1.65	0.00223	0.0588
"6864"	"chr11"	66386203	66386495	6.1	6.42	5.69	0.73	0.00223	0.0588
"33704"	"chr7"	5563268	5563921	6.32	6.63	5.93	0.7	0.00224	0.0589
"1525"	"chr1"	66752227	66752457	2.87	1.79	3.47	-1.68	0.00225	0.0591
"33162"	"chr6"	137800027	137800281	3.25	2.02	3.91	-1.89	0.00225	0.0591
"19023"	"chr19"	42440363	42440921	5.99	6.25	5.67	0.58	0.00225	0.0591
"29389"	"chr5"	10627924	10628228	5.59	5.93	5.13	0.8	0.00225	0.0591
"19098"	"chr19"	44657115	44657795	5.98	6.33	5.51	0.82	0.00225	0.0591
"24258"	"chr22"	17888860	17889153	3.27	2.62	3.72	-1.1	0.00226	0.0591
"36388"	"chr8"	65644749	65645358	5.85	6.09	5.56	0.53	0.00226	0.0592
"34115"	"chr7"	36473423	36473681	3.15	1.97	3.79	-1.82	0.00226	0.0592
"22706"	"chr20"	2646948	2647176	4.19	4.74	3.28	1.46	0.00226	0.0592
"17593"	"chr18"	55861335	55861614	3.86	3.12	4.35	-1.23	0.00227	0.0593
"28374"	"chr4"	88054930	88055222	4.29	3.8	4.66	-0.86	0.00227	0.0593
"15703"	"chr17"	32007072	32007637	6.25	6.6	5.79	0.81	0.00227	0.0593
"31289"	"chr5"	179166936	179167546	6.1	6.45	5.62	0.84	0.00228	0.0593
"9101"	"chr12"	68406325	68406576	3.76	3.1	4.22	-1.11	0.00228	0.0593
"29592"	"chr5"	38193153	38193616	5.69	5.99	5.31	0.68	0.00228	0.0593
"19450"	"chr19"	51676012	51676272	2.36	1.71	2.81	-1.1	0.00228	0.0593
"19105"	"chr19"	44784149	44784893	5.83	6.1	5.5	0.6	0.00228	0.0593
"22501"	"chr2"	235746409	235746867	5.72	6.03	5.33	0.7	0.00228	0.0593
"3807"	"chr1"	236489979	236490459	4.06	4.52	3.39	1.14	0.00228	0.0594
"33"	"chr1"	951445	951814	3.84	2.93	4.39	-1.46	0.00228	0.0594
"24205"	"chr21"	45554874	45555216	6.1	6.43	5.68	0.75	0.00229	0.0595
"28534"	"chr4"	110480297	110480498	3	3.66	1.74	1.92	0.00229	0.0595
"22133"	"chr2"	213934675	213934870	2.31	1.29	2.9	-1.62	0.0023	0.0596
"29290"	"chr5"	316987	317499	5.54	5.04	5.91	-0.87	0.0023	0.0596
"7190"	"chr11"	78149731	78149987	3.16	2.42	3.64	-1.23	0.0023	0.0596
"2885"	"chr1"	176881035	176881652	5.62	5.96	5.16	0.8	0.00232	0.06
"25792"	"chr3"	50675259	50675634	4.36	4.72	3.87	0.84	0.00232	0.06
"28441"	"chr4"	99377404	99377652	3.46	2.54	4.01	-1.48	0.00232	0.06
"23423"	"chr20"	47786546	47786820	3.56	2.41	4.2	-1.78	0.00233	0.06
"1098"	"chr1"	40625135	40625368	2.39	1.42	2.97	-1.56	0.00233	0.06
"23332"	"chr20"	44685014	44685482	5.66	5.98	5.25	0.73	0.00233	0.06
"16984"	"chr17"	81372487	81372908	4.14	2.88	4.8	-1.92	0.00233	0.06
"39153"	"chrX"	11758293	11758673	4.77	5.08	4.36	0.72	0.00233	0.06
"10641"	"chr13"	95704615	95704803	2.3	1.14	2.94	-1.79	0.00233	0.06
"34097"	"chr7"	35537199	35537887	6.21	6.5	5.85	0.65	0.00233	0.06
"15634"	"chr17"	29145364	29145649	4.06	3.16	4.62	-1.46	0.00234	0.06
"39958"	"chrX"	129678261	129678557	2.44	2.84	1.9	0.93	0.00234	0.0601
"12715"	"chr15"	58269986	58270300	4.14	3.53	4.56	-1.03	0.00235	0.0602
"8000"	"chr12"	1517189	1517425	4.12	4.58	3.45	1.13	0.00235	0.0602
"24698"	"chr22"	35548523	35548846	2.87	2.39	3.23	-0.84	0.00235	0.0602
"10840"	"chr13"	113394002	113394472	5.74	6.06	5.32	0.74	0.00236	0.0605
"27952"	"chr4"	40317077	40317437	4.82	5.14	4.41	0.73	0.00237	0.0606
"36946"	"chr8"	120808626	120809052	5.36	5.65	5	0.65	0.00237	0.0606
"8924"	"chr12"	56468476	56468686	3.32	3.9	2.32	1.58	0.00237	0.0606
"6481"	"chr11"	46347163	46347509	5.68	6.03	5.23	0.81	0.00237	0.0606
"28009"	"chr4"	47490631	47490849	2.58	1.85	3.07	-1.22	0.00238	0.0607
"35749"	"chr8"	11411331	11411814	5.2	5.56	4.72	0.84	0.00238	0.0607
"36327"	"chr8"	58249188	58249431	2.94	1.84	3.56	-1.72	0.00238	0.0608
"14169"	"chr16"	30032110	30032624	5.51	5.78	5.17	0.61	0.00238	0.0608
"13767"	"chr16"	4288299	4288768	6.3	6.75	5.64	1.11	0.00239	0.0608
"24834"	"chr22"	39343534	39343825	4.6	3.91	5.06	-1.15	0.00239	0.0609
"19153"	"chr19"	45693241	45693878	6.45	6.67	6.21	0.46	0.0024	0.0612
"30783"	"chr5"	146209272	146209439	1.98	1.07	2.54	-1.47	0.00241	0.0612
"7091"	"chr11"	73964092	73964730	5.88	6.13	5.58	0.55	0.00241	0.0612
"19445"	"chr19"	51514898	51515263	4.44	4.96	3.64	1.32	0.00241	0.0612
"21983"	"chr2"	200905550	200906025	4.56	4.04	4.93	-0.89	0.00241	0.0612
"29293"	"chr5"	431005	431307	4.67	4.14	5.06	-0.92	0.00241	0.0612
"32303"	"chr6"	52551704	52551899	1.98	2.59	0.89	1.69	0.00241	0.0612
"6682"	"chr11"	62340244	62340532	4.19	3.75	4.53	-0.78	0.00242	0.0612
"29843"	"chr5"	65213990	65214254	2.99	2.25	3.47	-1.22	0.00242	0.0614
"33634"	"chr7"	2364862	2365221	3.62	2.75	4.16	-1.41	0.00243	0.0615
"22624"	"chr2"	241218198	241218450	2.95	3.57	1.85	1.72	0.00244	0.0617
"13783"	"chr16"	4511340	4511817	4.29	3.63	4.74	-1.11	0.00245	0.0619
"25423"	"chr3"	28916127	28916378	3.45	4.06	2.37	1.69	0.00245	0.0619
"114"	"chr1"	2539374	2539630	3.34	2.32	3.93	-1.62	0.00246	0.062
"31272"	"chr5"	178070020	178070281	3.11	1.89	3.76	-1.87	0.00246	0.062
"11506"	"chr14"	67674126	67674371	2.49	2.97	1.76	1.21	0.00246	0.062
"22024"	"chr2"	203484312	203484536	3.12	2.42	3.59	-1.18	0.00246	0.062
"21056"	"chr2"	112600029	112600355	6.22	6.55	5.79	0.76	0.00246	0.062
"1726"	"chr1"	89762914	89763338	6.33	6.54	6.09	0.45	0.00246	0.062
"32627"	"chr6"	89792911	89793216	3.03	1.93	3.65	-1.72	0.00247	0.062
"38873"	"chr9"	133742754	133743370	6.59	6.9	6.19	0.71	0.00247	0.062
"39908"	"chrX"	119469045	119469357	4.67	5	4.25	0.74	0.00247	0.062
"12091"	"chr14"	105045661	105046268	6.91	7.13	6.65	0.47	0.00247	0.062
"25759"	"chr3"	50155154	50155392	3.74	4.41	2.46	1.95	0.00247	0.062
"22460"	"chr2"	233053983	233054571	6.07	6.35	5.71	0.64	0.00247	0.062
"32774"	"chr6"	108492207	108492460	3.78	3.34	4.11	-0.77	0.00248	0.062
"33137"	"chr6"	136526486	136526763	3.02	1.89	3.64	-1.76	0.00248	0.0621
"16967"	"chr17"	81097267	81097863	5.42	5.7	5.07	0.64	0.00248	0.0621
"32119"	"chr6"	40990402	40990582	2.25	1.14	2.87	-1.72	0.00248	0.0621
"20132"	"chr2"	42089377	42089698	4.97	5.33	4.47	0.86	0.00248	0.0621
"12869"	"chr15"	66744715	66744902	1.68	0.99	2.15	-1.17	0.00249	0.0621
"35514"	"chr7"	151076892	151077172	3.74	2.89	4.26	-1.37	0.00249	0.0621
"20894"	"chr2"	101204789	101205012	2.62	1.48	3.25	-1.78	0.00249	0.0621
"8560"	"chr12"	45388610	45388895	4.09	2.89	4.74	-1.85	0.00249	0.0621
"14581"	"chr16"	67992933	67993726	6.3	6.68	5.77	0.92	0.00249	0.0621
"32881"	"chr6"	116561463	116561897	5.59	5.92	5.17	0.74	0.00249	0.0621
"7386"	"chr11"	102061355	102061557	2.87	1.7	3.51	-1.81	0.0025	0.0622
"19467"	"chr19"	52993482	52994242	6.13	6.49	5.65	0.84	0.0025	0.0622
"18787"	"chr19"	35045710	35045986	3.42	2.47	3.99	-1.51	0.0025	0.0622
"12130"	"chr14"	106153433	106153924	4.61	5.07	3.92	1.15	0.00251	0.0623
"36240"	"chr8"	48266809	48266996	2.72	1.85	3.26	-1.41	0.00251	0.0623
"22910"	"chr20"	17681150	17681466	5.41	5.74	4.97	0.77	0.00251	0.0623
"8027"	"chr12"	2682599	2683236	4.44	3.8	4.88	-1.09	0.00251	0.0623
"18308"	"chr19"	11288215	11288834	3.75	3.1	4.19	-1.09	0.00251	0.0623
"25054"	"chr22"	50237052	50237523	3.48	2.9	3.9	-1	0.00252	0.0623
"25810"	"chr3"	51942034	51942630	6.45	6.72	6.13	0.59	0.00252	0.0623
"20440"	"chr2"	68362015	68362321	4.2	4.7	3.44	1.26	0.00252	0.0623
"28827"	"chr4"	140326384	140326720	3.84	2.77	4.45	-1.68	0.00252	0.0623
"15950"	"chr17"	41610110	41610462	2.98	1.79	3.62	-1.83	0.00252	0.0624
"9622"	"chr12"	111753199	111753494	4.85	4.32	5.25	-0.93	0.00254	0.0627
"17219"	"chr18"	12478773	12478949	1.9	0.99	2.46	-1.47	0.00254	0.0627
"27439"	"chr3"	195775018	195775235	3.21	2.25	3.79	-1.54	0.00254	0.0628
"30483"	"chr5"	132820173	132820569	5.66	6.08	5.07	1.01	0.00256	0.063
"894"	"chr1"	31663783	31664159	6.01	6.3	5.66	0.64	0.00257	0.0632
"31702"	"chr6"	25942628	25942860	2.99	2.02	3.56	-1.53	0.00257	0.0632
"334"	"chr1"	11337523	11337833	4.95	5.39	4.31	1.08	0.00257	0.0632
"25284"	"chr3"	14461761	14462263	4.82	4.25	5.23	-0.99	0.00257	0.0632
"5790"	"chr11"	1264422	1264690	3.63	2.87	4.13	-1.26	0.00257	0.0632
"28359"	"chr4"	87235790	87236108	4.92	5.25	4.51	0.74	0.00257	0.0632
"8634"	"chr12"	48890609	48891215	6.33	6.53	6.1	0.43	0.00258	0.0633
"35401"	"chr7"	143007866	143008271	5.8	6.17	5.3	0.87	0.00258	0.0633
"1180"	"chr1"	44002609	44002905	3.07	2.06	3.66	-1.6	0.00259	0.0633
"29292"	"chr5"	337855	338112	3.06	1.97	3.68	-1.7	0.00259	0.0633
"39285"	"chrX"	24054196	24054525	4.81	5.15	4.37	0.79	0.00259	0.0635
"17195"	"chr18"	11732782	11733304	5.93	6.17	5.64	0.53	0.0026	0.0636
"18990"	"chr19"	41951481	41952152	6.56	6.8	6.27	0.53	0.0026	0.0636
"18621"	"chr19"	18771560	18771969	2.63	1.48	3.27	-1.79	0.0026	0.0636
"38409"	"chr9"	111631404	111631599	1.47	2.06	0.47	1.58	0.00261	0.0636
"30998"	"chr5"	157743462	157743923	6.52	6.78	6.18	0.6	0.00261	0.0636
"14610"	"chr16"	68972754	68973015	3.52	2.82	3.99	-1.17	0.00261	0.0636
"30193"	"chr5"	99032557	99032894	4.25	3.1	4.88	-1.79	0.00261	0.0636
"25934"	"chr3"	58249927	58250146	2.34	1.42	2.89	-1.48	0.00261	0.0636
"9515"	"chr12"	106919975	106920227	4.43	4.9	3.75	1.15	0.00262	0.0637
"38660"	"chr9"	126702241	126702956	5.27	5.58	4.87	0.71	0.00262	0.0637
"22705"	"chr20"	2524301	2524817	6.48	6.82	6.05	0.77	0.00264	0.0642
"38858"	"chr9"	133351842	133352340	4.51	3.75	5.01	-1.26	0.00264	0.0642
"3954"	"chr10"	3452348	3452595	3.74	2.75	4.32	-1.57	0.00265	0.0642
"36597"	"chr8"	89984020	89984871	7.06	7.38	6.66	0.72	0.00265	0.0644
"5124"	"chr10"	94076398	94076618	2.87	2.02	3.4	-1.38	0.00266	0.0646
"32135"	"chr6"	41371507	41371756	2.95	2.1	3.47	-1.37	0.00266	0.0646
"795"	"chr1"	27575226	27575629	4.16	4.55	3.61	0.94	0.00267	0.0647
"27358"	"chr3"	189233300	189233853	4.69	4.03	5.14	-1.11	0.00267	0.0647
"4112"	"chr10"	15725758	15726028	3.21	2.25	3.78	-1.54	0.00267	0.0647
"8602"	"chr12"	47779340	47779803	6	6.24	5.72	0.52	0.00268	0.0648
"34288"	"chr7"	47326312	47326587	3.25	2.02	3.91	-1.89	0.00269	0.0649
"20711"	"chr2"	88001811	88002409	6.05	6.27	5.78	0.49	0.00269	0.0649
"9477"	"chr12"	103884334	103884547	2.5	1.8	2.97	-1.16	0.00269	0.065
"20220"	"chr2"	46616005	46616264	3.41	4	2.36	1.64	0.00271	0.0653
"12047"	"chr14"	103629209	103629496	2.55	3.02	1.83	1.18	0.00271	0.0653
"6775"	"chr11"	64802991	64803565	3.67	4.04	3.18	0.86	0.00271	0.0653
"15146"	"chr17"	3647869	3648129	3.65	2.92	4.13	-1.22	0.00271	0.0653
"18855"	"chr19"	38634643	38635201	6.16	6.45	5.81	0.63	0.00271	0.0653
"23163"	"chr20"	35742472	35742705	3.22	3.73	2.42	1.3	0.00271	0.0653
"21325"	"chr2"	137888925	137889165	3.03	2.18	3.57	-1.39	0.00272	0.0653
"39122"	"chrX"	8845018	8845326	2.44	1.48	3.02	-1.54	0.00272	0.0653
"37163"	"chr8"	139630919	139631207	4.74	5.15	4.16	0.99	0.00272	0.0653
"24729"	"chr22"	36856168	36856886	6.92	7.23	6.52	0.7	0.00273	0.0653
"35311"	"chr7"	139075103	139075649	4.9	5.27	4.4	0.87	0.00273	0.0653
"981"	"chr1"	35221055	35221317	2.8	1.7	3.42	-1.72	0.00273	0.0653
"35119"	"chr7"	128135667	128136206	5.93	6.21	5.58	0.63	0.00273	0.0653
"34273"	"chr7"	45917343	45917969	5.99	6.35	5.49	0.86	0.00273	0.0653
"6913"	"chr11"	67583485	67583826	5.57	5.92	5.1	0.82	0.00273	0.0653
"23616"	"chr20"	59087875	59088173	5.45	5.82	4.95	0.87	0.00273	0.0653
"1450"	"chr1"	61049719	61050453	6.14	6.45	5.74	0.71	0.00273	0.0653
"4744"	"chr10"	70815533	70816016	6.25	6.47	5.98	0.5	0.00273	0.0653
"33111"	"chr6"	134156820	134157075	3.95	4.36	3.37	0.98	0.00274	0.0653
"13538"	"chr15"	99409104	99409343	3.45	2.31	4.08	-1.77	0.00274	0.0653
"18652"	"chr19"	19475978	19476159	3.03	2.51	3.41	-0.91	0.00274	0.0653
"1170"	"chr1"	43554486	43554773	4.27	3.66	4.69	-1.03	0.00274	0.0653
"26259"	"chr3"	101070311	101070572	4.53	5.03	3.77	1.26	0.00274	0.0653
"23048"	"chr20"	31612828	31613429	7.19	7.42	6.92	0.5	0.00275	0.0654
"18795"	"chr19"	35269423	35270174	5.99	6.29	5.62	0.67	0.00275	0.0654
"24717"	"chr22"	36286525	36286842	6.04	6.4	5.58	0.82	0.00275	0.0654
"14278"	"chr16"	48164865	48165477	5.84	6.1	5.53	0.57	0.00276	0.0655
"37015"	"chr8"	124998071	124998584	2.29	2.84	1.39	1.45	0.00276	0.0655
"8452"	"chr12"	30440892	30441140	3.48	2.53	4.05	-1.53	0.00276	0.0655
"397"	"chr1"	15033401	15033677	3.2	2.09	3.82	-1.72	0.00277	0.0656
"8128"	"chr12"	6697894	6698357	4.29	3.33	4.86	-1.53	0.00278	0.0658
"27846"	"chr4"	24736117	24736369	2.41	1.29	3.04	-1.75	0.00278	0.0658
"7941"	"chr11"	133078395	133078898	4.82	5.2	4.3	0.9	0.00278	0.0659
"36634"	"chr8"	94262264	94262518	3.71	4.22	2.92	1.3	0.00279	0.0659
"26122"	"chr3"	75672511	75672761	3.82	4.2	3.29	0.92	0.00279	0.0659
"775"	"chr1"	27357053	27358000	6.16	6.47	5.78	0.69	0.00279	0.0659
"37199"	"chr8"	141299430	141299724	4.44	3.8	4.87	-1.07	0.00279	0.0659
"11364"	"chr14"	58395694	58396192	5.79	6.08	5.42	0.66	0.00279	0.0659
"22452"	"chr2"	232611551	232612066	5.82	6.12	5.45	0.67	0.0028	0.0659
"33604"	"chr7"	1412637	1413140	5.46	5.89	4.86	1.03	0.0028	0.066
"18571"	"chr19"	18152550	18152945	4.99	5.39	4.44	0.95	0.0028	0.066
"4055"	"chr10"	12711056	12711457	5.75	6.01	5.43	0.57	0.0028	0.066
"36857"	"chr8"	109282125	109282440	2.92	2.28	3.36	-1.08	0.0028	0.066
"25206"	"chr3"	10950526	10951155	4.19	3.63	4.59	-0.96	0.00281	0.066
"19680"	"chr2"	7044282	7044755	5.55	5.83	5.2	0.63	0.00281	0.066
"31155"	"chr5"	173144285	173144612	6.08	6.35	5.73	0.62	0.00281	0.066
"10206"	"chr13"	35720960	35721349	6.19	6.44	5.88	0.56	0.00281	0.066
"28485"	"chr4"	105715777	105715996	3	3.74	1.39	2.35	0.00282	0.0661
"6669"	"chr11"	61898638	61899477	7.09	7.36	6.76	0.6	0.00282	0.0661
"14224"	"chr16"	31443019	31443480	6.42	6.69	6.09	0.59	0.00283	0.0663
"12559"	"chr15"	45790408	45790650	2.64	1.85	3.15	-1.3	0.00284	0.0664
"12445"	"chr15"	40906318	40906676	5.76	6.17	5.19	0.98	0.00285	0.0665
"22268"	"chr2"	221570569	221570774	2.33	1.6	2.82	-1.22	0.00285	0.0665
"6660"	"chr11"	61776525	61777418	5.25	4.82	5.59	-0.77	0.00285	0.0665
"25161"	"chr3"	8769288	8769694	6.46	6.73	6.12	0.61	0.00285	0.0665
"30260"	"chr5"	111063828	111064040	2.6	1.75	3.13	-1.38	0.00285	0.0665
"33629"	"chr7"	2209500	2209999	5.26	4.81	5.61	-0.8	0.00285	0.0665
"14388"	"chr16"	56673992	56674247	3.49	2.67	4.01	-1.34	0.00285	0.0666
"26475"	"chr3"	123194557	123194866	4.36	3.67	4.83	-1.15	0.00286	0.0667
"31954"	"chr6"	33585470	33586121	6.46	6.72	6.13	0.59	0.00286	0.0667
"27663"	"chr4"	7295997	7296779	4.75	4.32	5.08	-0.76	0.00288	0.067
"26312"	"chr3"	107753563	107753810	3.73	3.18	4.13	-0.95	0.00288	0.067
"21545"	"chr2"	164697731	164697998	3.58	2.88	4.05	-1.17	0.00288	0.0671
"36978"	"chr8"	123160402	123160865	6.58	6.88	6.2	0.68	0.00289	0.0672
"9668"	"chr12"	114637196	114637523	2.9	1.84	3.5	-1.66	0.0029	0.0673
"31874"	"chr6"	31665674	31666006	2.57	3.21	1.41	1.8	0.0029	0.0673
"1955"	"chr1"	110053557	110054203	6.36	6.71	5.91	0.79	0.0029	0.0673
"8799"	"chr12"	53051290	53051524	2.26	1.35	2.81	-1.45	0.00291	0.0674
"18369"	"chr19"	12760344	12760886	6.26	6.54	5.9	0.64	0.00291	0.0674
"18370"	"chr19"	12765755	12766359	6.42	6.67	6.11	0.56	0.00291	0.0675
"23715"	"chr20"	63281169	63281414	3.25	2.35	3.8	-1.45	0.00292	0.0676
"18143"	"chr19"	6417746	6418027	4.07	3.48	4.49	-1.01	0.00293	0.0677
"13010"	"chr15"	73700297	73700624	5.67	5.98	5.27	0.71	0.00293	0.0677
"22457"	"chr2"	232980027	232980196	2.17	1.14	2.76	-1.62	0.00293	0.0677
"813"	"chr1"	28113154	28113338	2.39	1.71	2.85	-1.14	0.00293	0.0677
"23274"	"chr20"	40966009	40966366	3.25	2.76	3.61	-0.86	0.00293	0.0677
"12238"	"chr15"	29125185	29125381	2.03	1.14	2.57	-1.43	0.00294	0.0677
"18413"	"chr19"	13428322	13428885	4.3	3.76	4.69	-0.92	0.00294	0.0677
"6859"	"chr11"	66328326	66328718	6.26	6.59	5.82	0.77	0.00294	0.0677
"18617"	"chr19"	18603449	18603802	3.28	2.17	3.9	-1.73	0.00294	0.0677
"15597"	"chr17"	27893139	27893754	6.41	6.72	6.02	0.7	0.00294	0.0677
"15725"	"chr17"	32941448	32941867	2.69	1.53	3.32	-1.79	0.00295	0.0678
"13574"	"chr15"	101320783	101321031	2.6	1.59	3.18	-1.59	0.00295	0.0678
"38183"	"chr9"	93304933	93305397	4.31	3.58	4.8	-1.22	0.00296	0.0681
"28045"	"chr4"	51895833	51896130	5.3	5.6	4.91	0.69	0.00296	0.0681
"35884"	"chr8"	22010083	22010676	4.73	5.11	4.21	0.9	0.00297	0.0681
"16089"	"chr17"	44865099	44865484	5.25	5.61	4.77	0.83	0.00297	0.0681
"16941"	"chr17"	80220061	80220315	2.3	2.95	1.07	1.88	0.00297	0.0681
"10722"	"chr13"	102402436	102402663	2.37	1.35	2.95	-1.6	0.00297	0.0681
"3059"	"chr1"	192477683	192477877	2.72	1.42	3.4	-1.98	0.00298	0.0681
"20410"	"chr2"	65320449	65320734	4.39	3.77	4.81	-1.04	0.00298	0.0681
"7601"	"chr11"	117208778	117209022	2.51	1.42	3.12	-1.71	0.00298	0.0681
"26483"	"chr3"	123552067	123552442	3.98	3.25	4.46	-1.21	0.00298	0.0681
"31086"	"chr5"	170603953	170604325	4.77	5.09	4.35	0.74	0.00298	0.0681
"26640"	"chr3"	129993002	129993208	2.86	2.06	3.37	-1.31	0.00298	0.0681
"9458"	"chr12"	102301148	102301390	3.32	2.13	3.97	-1.84	0.00298	0.0681
"3209"	"chr1"	202852359	202852630	3.57	2.59	4.15	-1.57	0.00298	0.0681
"26217"	"chr3"	98023243	98023641	5.78	6.16	5.27	0.9	0.00299	0.0681
"6556"	"chr11"	57638793	57639010	2.16	2.61	1.48	1.13	0.00299	0.0682
"24292"	"chr22"	19300080	19300266	2.74	1.59	3.37	-1.78	0.00299	0.0682
"22916"	"chr20"	18019191	18019443	2.81	1.79	3.4	-1.61	0.003	0.0682
"14401"	"chr16"	57092733	57093298	5.36	5.68	4.95	0.73	0.003	0.0682
"19764"	"chr2"	11784746	11785680	6.22	6.43	5.97	0.46	0.003	0.0682
"36782"	"chr8"	103152104	103152322	2.4	1.48	2.96	-1.48	0.00301	0.0683
"35746"	"chr8"	11284302	11284815	4.18	3.03	4.81	-1.78	0.00301	0.0684
"2421"	"chr1"	153728011	153728301	2.92	3.44	2.1	1.34	0.00301	0.0684
"31085"	"chr5"	170434769	170435342	6.36	6.64	6.02	0.62	0.00301	0.0684
"8706"	"chr12"	50101480	50101909	3.68	3.02	4.14	-1.12	0.00302	0.0684
"24807"	"chr22"	38725007	38725266	3.97	3.04	4.53	-1.49	0.00302	0.0684
"40024"	"chrX"	135464008	135464212	2.31	1.7	2.73	-1.03	0.00302	0.0684
"35998"	"chr8"	26690669	26691045	5.5	5.77	5.16	0.61	0.00302	0.0684
"7331"	"chr11"	94563628	94563856	3.13	2.35	3.63	-1.28	0.00302	0.0684
"22206"	"chr2"	218395857	218396291	5.69	5.94	5.38	0.56	0.00303	0.0684
"4431"	"chr10"	46325097	46325364	3.71	3.06	4.15	-1.09	0.00303	0.0686
"11665"	"chr14"	75654151	75654667	6.1	6.39	5.73	0.66	0.00304	0.0686
"19028"	"chr19"	42566784	42567327	5.75	6.13	5.25	0.88	0.00304	0.0687
"30435"	"chr5"	130109212	130109492	3.46	2.25	4.11	-1.87	0.00305	0.0687
"31380"	"chr6"	1555070	1555400	5.59	5.92	5.17	0.74	0.00305	0.0687
"40047"	"chrX"	136577621	136577912	3.83	3.06	4.32	-1.26	0.00305	0.0687
"32029"	"chr6"	36340717	36341415	6.21	6.46	5.92	0.54	0.00305	0.0687
"11002"	"chr14"	23954016	23954421	5.89	6.18	5.51	0.67	0.00305	0.0687
"17947"	"chr19"	2168935	2169139	1.39	1.97	0.39	1.58	0.00306	0.0687
"16212"	"chr17"	48523043	48523285	3.13	2.42	3.61	-1.19	0.00306	0.0687
"20249"	"chr2"	47571372	47571639	2.51	1.35	3.15	-1.79	0.00306	0.0687
"14523"	"chr16"	67169725	67169999	4.86	5.24	4.33	0.91	0.00307	0.0688
"8980"	"chr12"	57735934	57736190	3.57	2.44	4.2	-1.77	0.00307	0.0688
"4202"	"chr10"	24513261	24513600	3.08	2.39	3.54	-1.16	0.00307	0.0688
"16477"	"chr17"	61412351	61412717	6.46	6.81	5.99	0.81	0.00307	0.0688
"9679"	"chr12"	115917033	115917715	5.87	6.14	5.54	0.6	0.00307	0.0689
"24456"	"chr22"	23533329	23533669	3.73	2.93	4.25	-1.32	0.00307	0.0689
"13881"	"chr16"	12228651	12229053	4.78	4.08	5.26	-1.18	0.00308	0.069
"14912"	"chr16"	86340579	86341049	5.5	5.84	5.05	0.79	0.00308	0.069
"34821"	"chr7"	101315331	101315758	4.62	5.14	3.81	1.33	0.00309	0.0691
"15152"	"chr17"	3737403	3738037	5.64	5.91	5.31	0.6	0.00309	0.0691
"2688"	"chr1"	161726049	161726403	3.23	2.13	3.84	-1.71	0.0031	0.0691
"5618"	"chr10"	124389204	124389890	6.01	6.25	5.73	0.52	0.0031	0.0692
"6002"	"chr11"	10298371	10298561	2.83	1.85	3.41	-1.56	0.00311	0.0694
"20895"	"chr2"	101205605	101205909	4.35	3.87	4.7	-0.83	0.00311	0.0694
"74"	"chr1"	1659248	1659578	3	3.48	2.28	1.19	0.00311	0.0694
"224"	"chr1"	7454127	7454376	3.7	3.04	4.15	-1.11	0.00312	0.0694
"22549"	"chr2"	237923506	237923974	6.22	6.57	5.76	0.8	0.00312	0.0694
"37011"	"chr8"	124888804	124889156	3.67	3.02	4.12	-1.1	0.00312	0.0694
"4266"	"chr10"	29535547	29536003	5.63	5.9	5.31	0.6	0.00313	0.0694
"13049"	"chr15"	74620895	74621672	5.76	5.34	6.08	-0.74	0.00313	0.0694
"18915"	"chr19"	40304925	40305634	4.81	5.15	4.36	0.79	0.00313	0.0694
"19226"	"chr19"	47284081	47284661	5.56	5.84	5.22	0.62	0.00313	0.0694
"33031"	"chr6"	129936620	129936865	3.99	4.44	3.31	1.13	0.00313	0.0694
"24007"	"chr21"	34630589	34631146	4.86	5.3	4.22	1.08	0.00313	0.0694
"36493"	"chr8"	74853461	74853751	4.21	4.67	3.52	1.15	0.00313	0.0694
"8357"	"chr12"	21941993	21942541	4.29	3.54	4.78	-1.24	0.00313	0.0694
"2258"	"chr1"	147496688	147496932	3.43	2.65	3.94	-1.29	0.00313	0.0694
"38816"	"chr9"	131697059	131697308	2.49	1.8	2.95	-1.15	0.00313	0.0694
"2056"	"chr1"	115112668	115113169	6.09	6.41	5.68	0.73	0.00314	0.0695
"15438"	"chr17"	17354580	17355318	5.74	6.11	5.24	0.87	0.00315	0.0695
"7539"	"chr11"	113730991	113731224	3.11	1.93	3.75	-1.82	0.00315	0.0695
"16225"	"chr17"	48678166	48678818	6.22	6.5	5.86	0.64	0.00315	0.0695
"24092"	"chr21"	39373714	39373896	2.57	1.42	3.2	-1.79	0.00315	0.0695
"28305"	"chr4"	82462424	82462740	5.59	5.87	5.24	0.63	0.00315	0.0695
"24082"	"chr21"	39022926	39023100	2.14	1.54	2.57	-1.03	0.00315	0.0695
"125"	"chr1"	3012530	3012742	3.21	3.98	1.44	2.54	0.00315	0.0695
"18493"	"chr19"	15629128	15629607	5.11	5.45	4.67	0.79	0.00316	0.0695
